Isolate_name_long	isolate_name_short	virus	Accession	Strain	Date y-m-d	Country	State	Authors	Pub title	Host	lat	long
AUS/SA/STR-1/2016 	AUS/SA/STR-1/2016 	RHDV	MF421610.1 	GI.1bP_GI.2	16/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-36.981603	140.601221
AUS/SA/TF-07/1999	AUS/SA/TF-07/1999	RHDV	KF494935.1 	GI.1c	1/10/1999	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-13/1999	AUS/SA/TF-13/1999	RHDV	KF494936.1 	GI.1c	1/10/1999	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-19/2006	AUS/SA/TF-19/2006	RHDV	KF494937.1 	GI.1c	1/11/2006	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-1907/2006	AUS/SA/TF-1907/2006	RHDV	KF494938.1 	GI.1c	1/11/2006	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-2186/2008	AUS/SA/TF-2186/2008	RHDV	KF494939.1 	GI.1c	1/10/2008	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-2863/2011	AUS/SA/TF-2863/2011	RHDV	KF494940.1 	GI.1c	1/08/2011	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-PT1339/2011	AUS/SA/TF-PT1339/2011	RHDV	KF494941.1 	GI.1c	1/08/2011	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-PT1350/2011	AUS/SA/TF-PT1350/2011	RHDV	KF494942.1 	GI.1c	1/09/2011	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-PT1731/2008	AUS/SA/TF-PT1731/2008	RHDV	KF494943.1 	GI.1c	1/10/2008	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-PT1743/2008	AUS/SA/TF-PT1743/2008	RHDV	KF494944.1 	GI.1c	1/09/2008	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TF-PT1839/2009	AUS/SA/TF-PT1839/2009	RHDV	KF494945.1 	GI.1c	1/10/2009	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.537208	138.844747
AUS/SA/TIN-2/2016 	AUS/SA/TIN-2/2016 	RHDV	MF421576.1 	GI.1bP_GI.2	24/06/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Hare	-35.881675	140.054761
AUS/SA/TUR06/2006	AUS/SA/TUR06/2006	RHDV	KF594474.1 	GI.1c	1/09/2006	AUS	SA	Elsworth et al	Increased virulence of Rabbit Haemorrhagic Disease Virus associated with genetic resistance in wild Australian rabbits (Oryctolagus cuniculus)	Wild	-34.55	138.829878
AUS/SA/TUR07/2007	AUS/SA/TUR07/2007	RHDV	KF594475.1 	GI.1c	1/09/2007	AUS	SA	Elsworth et al	Increased virulence of Rabbit Haemorrhagic Disease Virus associated with genetic resistance in wild Australian rabbits (Oryctolagus cuniculus)	Wild	-34.55	138.829878
AUS/SA/TUR09/2009	AUS/SA/TUR09/2009	RHDV	KF594476.1 	GI.1c	1/09/2009	AUS	SA	Elsworth et al	Increased virulence of Rabbit Haemorrhagic Disease Virus associated with genetic resistance in wild Australian rabbits (Oryctolagus cuniculus)	Wild	-34.55	138.829878
AUS/SA/TUR-1606/2016 	AUS/SA/TUR-1606/2016 	RHDV	MF421609.1 	GI.1bP_GI.2	4/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.537208	138.844747
AUS/SA/TUR-1607/2016 	AUS/SA/TUR-1607/2016 	RHDV	MF421608.1 	GI.1bP_GI.2	1/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.537208	138.844747
AUS/SA/WILKA/2010	AUS/SA/WILKA/2010	RHDV	KF494946.1 	GI.1c	1/05/2010	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-36.359937	140.342262
AUS/SA/WillochraCrk/1995	AUS/SA/WillochraCrk/1995	RHDV	KF494947.1 	GI.1c	1/11/1995	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-32.22423	138.134983
AUS/SA/WIT-1/2016 	AUS/SA/WIT-1/2016 	RHDV	MF421577.1 	GI.1bP_GI.2	1/07/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Hare	-34.670801	138.884427
AUS/SA/Woodcroft/2005 	AUS/SA/Woodcroft/2005 	RHDV	KT006741.1 	GI.1c	1/06/2005	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-35.100622	138.560053
AUS/SA/WS-1/2016 	AUS/SA/WS-1/2016 	RHDV	MF421614.1 	GI.1bP_GI.2	23/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.960455	138.904354
AUS/TAS/BRK-1/2016 	AUS/TAS/BRK-1/2016 	RHDV	MF421565.1 	GI.1bP_GI.2	30/06/2016	AUS	TAS	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-41.652548	146.921057
AUS/TAS/COLLINS-1/2006	AUS/TAS/COLLINS-1/2006	RHDV	KF494948.1 	GI.1c	1/08/2006	AUS	TAS	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-42.883158	147.327606
AUS/TAS/GEE-2/2016 	AUS/TAS/GEE-2/2016 	RHDV	MF421570.1 	GI.1c	14/10/2016	AUS	TAS	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-43.191899	146.959277
AUS/TAS/GLH-2/2017	AUS/TAS/GLH-2/2017	RHDV	unpub	GI.1bP_GI.2	16/06/2017	AUS	TAS	Hall et al	unpub	Domestic	-43.012522	146.927038
AUS/TAS/GLH-3/2017	AUS/TAS/GLH-3/2017	RHDV	unpub	GI.1bP_GI.2	1/09/2017	AUS	TAS	Hall et al	unpub	Domestic	-43.012522	146.927038
AUS/TAS/GOO-1/2017	AUS/TAS/GOO-1/20	RHDV	unpub	GI.1bP_GI.2	31/01/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.826999	147.292454
AUS/TAS/GRA-1/2016 	AUS/TAS/GRA-1/2016 	RHDV	MF421569.1 	GI.1c	9/10/2016	AUS	TAS	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-42.764721	147.230622
AUS/TAS/GRA-6/2017	AUS/TAS/GRA-6/2017	RHDV	unpub	GI.1bP_GI.2	28/10/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.764721	147.230622
AUS/TAS/HOB-3/2017	AUS/TAS/HOB-3/2017	RHDV	unpub	GI.1bP_GI.2	13/07/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.850499	147.376525
AUS/TAS/HOB-5/2017	AUS/TAS/HOB-5/2017	RHDV	unpub	GI.1bP_GI.2	17/09/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.850492	147.37652
AUS/TAS/HUO-3/2017	AUS/TAS/HUO-3/2017	RHDV	unpub	GI.1c	13/02/2017	AUS	TAS	Hall et al	unpub	Domestic	-43.027938	147.062651
AUS/TAS/HWD-1/2017	AUS/TAS/HWD-1/2017	RHDV	unpub	GI.1bP_GI.2	11/05/2017	AUS	TAS	Hall et al	unpub	Wild	-41.24241	146.99203
AUS/TAS/LEG-2/2017	AUS/TAS/LEG-2/20	RHDV	unpub	GI.1a	1/05/2017	AUS	TAS	Hall et al	unpub	Unknown	-41.380223	146.952801
AUS/TAS/NNF-1/2017	AUS/TAS/NNF-1/2017	RHDV	unpub	GI.1bP_GI.2	15/07/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.796405	147.056463
AUS/TAS/RAI-1/2017	AUS/TAS/RAI-1/2017	RHDV	unpub	GI.1bP_GI.2	13/05/2017	AUS	TAS	Hall et al	unpub	Unknown	-41.368886	146.410675
AUS/TAS/SNU-2/2017	AUS/TAS/SNU-2/2017	RHDV	unpub	GI.1bP_GI.2	12/11/2017	AUS	TAS	Hall et al	unpub	Domestic	-43.074384	147.221609
AUS/TAS/SouthArm/2007  	AUS/TAS/SouthArm/2007  	RHDV	KT006743.1 	GI.1c	1/06/2007	AUS	TAS	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-43.027426	147.423955
AUS/TAS/SPR-1/2016 	AUS/TAS/SPR-1/2016 	RHDV	MF421675.1 	GI.1bP_GI.2	19/04/2016	AUS	TAS	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-41.216722	146.352421
AUS/TAS/STHARM/2007	AUS/TAS/STHARM/2007	RHDV	KF494949.1 	GI.1c	1/05/2007	AUS	TAS	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-43.032188	147.424425
AUS/VIC/AC-1/2016 	AUS/VIC/AC-1/2016 	RHDV	MF421684.1 	GI.1bP_GI.2	15/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.57119	145.164095
AUS/VIC/AC-2/2016 	AUS/VIC/AC-2/2016 	RHDV	MF421685.1 	GI.1bP_GI.2	15/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.57119	145.164095
AUS/VIC/ALV-1/2017	AUS/VIC/ALV-1/2017	RHDV	unpub	GI.4eP_GI.2	5/02/2017	AUS	VIC	Hall et al	unpub	Domestic	-38.236246	143.495986
AUS/VIC/AWA-1/2016 	AUS/VIC/AWA-1/2016 	RHDV	MF421691.1 	GI.1bP_GI.2	18/03/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.395298	145.888715
AUS/VIC/AWA-4/2016 	AUS/VIC/AWA-4/2016 	RHDV	MF421689.1 	GI.1bP_GI.2	18/03/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.395298	145.888715
AUS/VIC/BAH-1/2016 	AUS/VIC/BAH-1/2016 	RHDV	MF421627.1 	GI.1bP_GI.2	20/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.658074	141.337258
AUS/VIC/BCH-1/2017	AUS/VIC/BCH-1/2017	RHDV	unpub	GI.1a	16/03/2017	AUS	VIC	Hall et al	unpub	Wild	-36.39986	146.663361
AUS/VIC/CAM-2/2016 	AUS/VIC/CAM-2/2016 	RHDV	MF421696.1 	GI.1bP_GI.2	3/08/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.102668	144.203352
AUS/VIC/CGW-1/2017	AUS/VIC/CGW-1/2017	RHDV	unpub	GI.1bP_GI.2	15/05/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.80417	144.991952
AUS/VIC/CLC-1/2016 	AUS/VIC/CLC-1/2016 	RHDV	MF421694.1 	GI.1bP_GI.2	8/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.341795	143.586127
AUS/VIC/CLS-2/2017	AUS/VIC/CLS-2/2017	RHDV	unpub	GI.1bP_GI.2	23/05/2017	AUS	VIC	Hall et al	unpub	Wild	-37.29174	143.744419
AUS/VIC/CRB-2/2017	AUS/VIC/CRB-2/2017	RHDV	unpub	GI.1bP_GI.2	18/09/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.128312	145.266134
AUS/VIC/CRB-3/2017	AUS/VIC/CRB-3/2017	RHDV	unpub	GI.1bP_GI.2	13/10/2017	AUS	VIC	Hall et al	unpub	Wild	-38.129122	145.267303
AUS/VIC/CRD-1/2016	AUS/VIC/CRD-1/2016	RHDV	unpub	GI.1bP_GI.2	30/11/2016	AUS	VIC	Hall et al	unpub	Wild	-37.551168	141.314091
AUS/VIC/CWS-1/2016 	AUS/VIC/CWS-1/2016 	RHDV	MF421566.1 	GI.1c	22/08/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	 -38.546219	145.34572
AUS/VIC/DIG-1/2017	AUS/VIC/DIG-1/2017	RHDV	unpub	GI.1bP_GI.2	11/04/2017	AUS	VIC	Hall et al	unpub	Unknown	-36.334073	144.453907
AUS/VIC/DIX-4/2016	AUS/VIC/DIX-4/2016	RHDV	unpub	GI.1bP_GI.2	30/11/2016	AUS	VIC	Hall et al	unpub	Domestic	-38.307166	142.925959
AUS/VIC/DON-1/2016 	AUS/VIC/DON-1/2016 	RHDV	MF421695.1 	GI.1bP_GI.2	28/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.779738	145.166199
AUS/VIC/DUN-1/2016 	AUS/VIC/DUN-1/2016 	RHDV	MF421686.1 	GI.1bP_GI.2	27/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.667806	142.351063
AUS/VIC/DUN-2/2016 	AUS/VIC/DUN-2/2016 	RHDV	MF421687.1 	GI.1bP_GI.2	27/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.667806	142.351063
AUS/VIC/DUN-3/2016 	AUS/VIC/DUN-3/2016 	RHDV	MF421688.1 	GI.1bP_GI.2	27/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.667806	142.351063
AUS/VIC/HAM-1/2016  	AUS/VIC/HAM-1/2016  	RHDV	MF421622.1 	GI.1bP_GI.2	11/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.731478	142.033062
AUS/VIC/HAM-2/2016 	AUS/VIC/HAM-2/2016 	RHDV	MF421623.1 	GI.1bP_GI.2	11/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.731478	142.033062
AUS/VIC/HAM-3/2016 	AUS/VIC/HAM-3/2016 	RHDV	MF421626.1 	GI.1bP_GI.2	24/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.731456	142.032587
AUS/VIC/HAM-4/2016 	AUS/VIC/HAM-4/2016 	RHDV	MF421578.1 	GI.1bP_GI.2	24/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Hare	-37.731456	142.032587
AUS/VIC/HAT-10/2017	AUS/VIC/HAT-10/2017	RHDV	unpub	GI.1a	14/04/2017	AUS	VIC	Hall et al	unpub	Unknown	-34.689721	142.388267
AUS/VIC/HZG-1/2017	AUS/VIC/HZG-1/2017	RHDV	unpub	GI.1bP_GI.2	3/10/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.93760816	147.6010948
AUS/VIC/KERANG-1/2015 	AUS/VIC/KERANG-1/2015 	RHDV	MF421676.1 	GI.1bP_GI.2	8/10/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.732447	143.96177
AUS/VIC/KGF-1/2017	AUS/VIC/KGF-1/2017	RHDV	unpub	GI.1bP_GI.2	3/05/2017	AUS	VIC	Hall et al	unpub	Unknown	-36.79947	144.226842
AUS/VIC/KIL-1/2017	AUS/VIC/KIL-1/2017	RHDV	unpub	GI.4eP_GI.2	27/05/2017	AUS	VIC	Hall et al	unpub	Wild	-37.230636	144.960866
AUS/VIC/KLW-5/2017	AUS/VIC/KLW-5/2017	RHDV	unpub	GI.1a	2/05/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.477787	145.27801
AUS/VIC/LBR-1/2017	AUS/VIC/LBR-1/2017	RHDV	unpub	GI.1bP_GI.2	15/09/2017	AUS	VIC	Hall et al	unpub	Wild	-37.04474	143.12423
AUS/VIC/LIS-1/2017	AUS/VIC/LIS-1/20	RHDV	unpub	GI.1bP_GI.2	26/04/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.963452	143.197638
AUS/VIC/MDW-1/2017	AUS/VIC/MDW-1/2017	RHDV	unpub	GI.1bP_GI.2	18/01/2017	AUS	VIC	Hall et al	unpub	Domestic	-38.260946	144.119194
AUS/VIC/MLB-1/2016 	AUS/VIC/MLB-1/2016 	RHDV	MF421693.1 	GI.1bP_GI.2	7/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.831001	144.980842
AUS/VIC/MLD-6/2017	AUS/VIC/MLD-6/2017	RHDV	unpub	GI.1bP_GI.2	22/06/2017	AUS	VIC	Hall et al	unpub	Wild	-34.21999934	142.1913447
AUS/VIC/MLD-7/2017	AUS/VIC/MLD-7/2017	RHDV	unpub	GI.1bP_GI.2	4/07/2017	AUS	VIC	Hall et al	unpub	Unknown	-34.44273487	142.1015821
AUS/VIC/MTG-2/2017	AUS/VIC/MTG-2/2017	RHDV	unpub	GI.1a	14/07/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.84045961	147.8278154
AUS/VIC/NEW-1/2016 	AUS/VIC/NEW-1/2016 	RHDV	MF421680.1 	GI.1bP_GI.2	8/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.155695	144.334259
AUS/VIC/NEW-2/2016 	AUS/VIC/NEW-2/2016 	RHDV	MF421682.1 	GI.1bP_GI.2	11/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.155695	144.334259
AUS/VIC/NEW-3/2016 	AUS/VIC/NEW-3/2016 	RHDV	MF421681.1 	GI.1bP_GI.2	10/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.155695	144.334259
AUS/VIC/NHV-2/2017	AUS/VIC/NHV-2/2017	RHDV	unpub	GI.1bP_GI.2	15/03/2017	AUS	VIC	Hall et al	unpub	Wild	-38.521203	145.326156
AUS/VIC/NHV-3/2017	AUS/VIC/NHV-3/2017	RHDV	unpub	GI.1a	15/03/2017	AUS	VIC	Hall et al	unpub	Wild	-38.521587	145.326904
AUS/VIC/SEA-1/2016	AUS/VIC/SEA-1/2016	RHDV	unpub	GI.1bP_GI.2	17/12/2016	AUS	VIC	Hall et al	unpub	Wild	-38.354117	147.189834
AUS/VIC/STO-1/2016 	AUS/VIC/STO-1/2016 	RHDV	MF421692.1 	GI.1bP_GI.2	30/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.505108	143.282925
AUS/VIC/SVN-4/2017	AUS/VIC/SVN-4/20	RHDV	unpub	GI.1bP_GI.2	1/06/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.82101	145.437172
AUS/VIC/TAW-1/2016 	AUS/VIC/TAW-1/2016 	RHDV	MF421624.1 	GI.1bP_GI.2	16/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-38.737984	145.897715
AUS/VIC/TAW-2/2016 	AUS/VIC/TAW-2/2016 	RHDV	MF421625.1 	GI.1bP_GI.2	17/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-38.737984	145.897715
AUS/VIC/THO-3/2016 	AUS/VIC/THO-3/2016 	RHDV	MF421690.1 	GI.1bP_GI.2	17/03/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.283718	146.16594
AUS/VIC/THR-1/2017	AUS/VIC/THR-1/2017	RHDV	unpub	GI.1bP_GI.2	31/05/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.757889	144.993917
AUS/VIC/TRN-1/2017	AUS/VIC/TRN-1/2017	RHDV	unpub	GI.1bP_GI.2	31/05/2017	AUS	VIC	Hall et al	unpub	Hare	-37.846874	144.713294
AUS/VIC/WAN-1/2015 	AUS/VIC/WAN-1/2015 	RHDV	MF421677.1 	GI.1bP_GI.2	13/11/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-36.361263	146.328062
AUS/VIC/WAR-2/2016 	AUS/VIC/WAR-2/2016 	RHDV	MF421683.1 	GI.1bP_GI.2	12/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.776884	145.248397
AUS/VIC/WGL-1/2016	AUS/VIC/WGL-1/2016	RHDV	unpub	GI.1bP_GI.2	8/11/2016	AUS	VIC	Hall et al	unpub	Unknown	-38.055543	146.024845
AUS/VIC/WIL-1/2015 	AUS/VIC/WIL-1/2015 	RHDV	MF421678.1 	GI.1bP_GI.2	18/11/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.244495	144.866475
AUS/VIC/WIL-2/2015 	AUS/VIC/WIL-2/2015 	RHDV	MF421679.1 	GI.1bP_GI.2	18/11/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.244495	144.866475
AUS/WA/ALB-3/2016 	AUS/WA/ALB-3/2016 	RHDV	MF421699.1 	GI.1bP_GI.2	4/10/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.974752	117.860564
AUS/WA/ALB-6/2016	AUS/WA/ALB-6/2016	RHDV	unpub	GI.1bP_GI.2	16/11/2016	AUS	WA	Hall et al	unpub	Domestic	-35.022901	117.882637
AUS/WA/B.Hill/2013	AUS/WA/B.Hill/2013	RHDV	KX357706.1 	GI.1c	1/11/2013	AUS	WA	Mahar et al	Benign Rabbit Caliciviruses Exhibit Similar Evolutionary Dynamics to their Virulent Relatives	Unknown	-31.739143	116.447822
AUS/WA/Bunbury/2000 	AUS/WA/Bunbury/2000 	RHDV	KT006735.1 	GI.1c	1/06/2000	AUS	WA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-33.328271	115.637272
AUS/WA/CHI-1/2016 	AUS/WA/CHI-1/2016 	RHDV	MF421629.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-31.498542	116.082789
AUS/WA/CHI-2/2016 	AUS/WA/CHI-2/2016 	RHDV	MF421630.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-31.55498	116.090482
AUS/WA/GER-1/2016 	AUS/WA/GER-1/2016 	RHDV	MF421567.1 	GI.1c	11/05/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	28.699383	114.623616	
AUS/WA/GER-2/2016 	AUS/WA/GER-2/2016 	RHDV	MF421568.1 	GI.1c	11/05/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	28.699383	114.623616	
AUS/WA/GER-3/2016 	AUS/WA/GER-3/2016 	RHDV	MF421571.1 	GI.1c	15/07/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-28.777362	114.614623
AUS/WA/GER-4/2016 	AUS/WA/GER-4/2016 	RHDV	MF421572.1 	GI.1c	15/07/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-28.777362	114.614623
