Isolate_name_long	"Isolate_name_short (No duplicates, must be in caps if unpub)"	virus	Accession	Variant	Date y-m-d	Country	State	Authors	Pub title	Host	lat	long
AUS/VIC/BAH-1/2016 	BAH-1	RHDV	MF421627.1 	GI.1bP_GI.2	20/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.658074	141.337258
AUS/VIC/BCH-1/2017	BCH-1	RHDV	unpub	GI.1a	16/03/2017	AUS	VIC	Hall et al	unpub	Wild	-36.39986	146.663361
AUS/VIC/CAM-2/2016 	CAM-2	RHDV	MF421696.1 	GI.1bP_GI.2	3/08/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.102668	144.203352
AUS/VIC/CGW-1/2017	CGW-1	RHDV	unpub	GI.1bP_GI.2	15/05/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.80417	144.991952
AUS/VIC/CGW-20/2018	CGW-20	RHDV	unpub	GI.1bP_GI.2	6/01/2018	AUS	VIC	Hall et al	unpub	Domestic	-37.844525	145.362119
AUS/VIC/CLC-1/2016 	CLC-1	RHDV	MF421694.1 	GI.1bP_GI.2	8/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.341795	143.586127
AUS/VIC/CLS-2/2017	CLS-2	RHDV	unpub	GI.1bP_GI.2	23/05/2017	AUS	VIC	Hall et al	unpub	Wild	-37.29174	143.744419
AUS/VIC/CRB-2/2017	CRB-2	RHDV	unpub	GI.1bP_GI.2	18/09/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.128312	145.266134
AUS/VIC/CRB-3/2017	CRB-3	RHDV	unpub	GI.1bP_GI.2	13/10/2017	AUS	VIC	Hall et al	unpub	Wild	-38.129122	145.267303
AUS/VIC/CRD-1/2016	CRD-1	RHDV	unpub	GI.1bP_GI.2	30/11/2016	AUS	VIC	Hall et al	unpub	Wild	-37.551168	141.314091
AUS/VIC/CWS-1/2016 	CWS-1	RHDV	MF421566.1 	GI.1c	22/08/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-38.546219	145.34572
AUS/VIC/DIG-1/2017	DIG-1	RHDV	unpub	GI.1bP_GI.2	11/04/2017	AUS	VIC	Hall et al	unpub	Unknown	-36.334073	144.453907
AUS/VIC/DIG-2/2017	DIG-2	RHDV	unpub	GI.4eP_GI.2	17/12/2017	AUS	VIC	Hall et al	unpub	Unknown	-36.334073	144.453907
AUS/VIC/DIX-4/2016	DIX-4	RHDV	unpub	GI.1bP_GI.2	30/11/2016	AUS	VIC	Hall et al	unpub	Domestic	-38.307166	142.925959
AUS/VIC/DON-1/2016 	DON-1	RHDV	MF421695.1 	GI.1bP_GI.2	28/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.779738	145.166199
AUS/VIC/DRY-3/2017	DRY-3	RHDV	unpub	GI.1bP_GI.2	24/03/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.216368	144.513431
AUS/VIC/DRY-6/2017	DRY-6	RHDV	unpub	GI.4eP_GI.2	1/05/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.213696	144.488584
AUS/VIC/DUN-1/2016 	DUN-1	RHDV	MF421686.1 	GI.1bP_GI.2	27/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.667806	142.351063
AUS/VIC/DUN-2/2016 	DUN-2	RHDV	MF421687.1 	GI.1bP_GI.2	27/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.667806	142.351063
AUS/VIC/DUN-3/2016 	DUN-3	RHDV	MF421688.1 	GI.1bP_GI.2	27/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.667806	142.351063
AUS/VIC/GBR-7/2017	GBR-7	RHDV	unpub	GI.1bP_GI.2	7/12/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.024484	145.645752
AUS/VIC/HAM-1/2016  	HAM-1	RHDV	MF421622.1 	GI.1bP_GI.2	11/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.731478	142.033062
AUS/VIC/HAM-2/2016 	HAM-2	RHDV	MF421623.1 	GI.1bP_GI.2	11/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.731478	142.033062
AUS/VIC/HAM-3/2016 	HAM-3	RHDV	MF421626.1 	GI.1bP_GI.2	24/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.731456	142.032587
AUS/VIC/HAM-4/2016 	HAM-4	RHDV	MF421578.1 	GI.1bP_GI.2	24/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Hare	-37.731456	142.032587
AUS/VIC/HAT-10/2017	HAT-10	RHDV	unpub	GI.1a	14/04/2017	AUS	VIC	Hall et al	unpub	Unknown	-34.689721	142.388267
AUS/VIC/HZG-1/2017	HZG-1	RHDV	unpub	GI.1bP_GI.2	3/10/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.93760816	147.6010948
AUS/VIC/HZW-2/2017	HZW-2	RHDV	unpub	GI.1bP_GI.2	18/08/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.295056	146.48037
AUS/VIC/KERANG-1/2015 	KERANG-1	RHDV	MF421676.1 	GI.1bP_GI.2	8/10/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.732447	143.96177
AUS/VIC/KGF-1/2017	KGF-1	RHDV	unpub	GI.1bP_GI.2	3/05/2017	AUS	VIC	Hall et al	unpub	Unknown	-36.79947	144.226842
AUS/VIC/KIL-1/2017	KIL-1	RHDV	unpub	GI.4eP_GI.2	27/05/2017	AUS	VIC	Hall et al	unpub	Wild	-37.230636	144.960866
AUS/VIC/KIL-13/2018	KIL-13	RHDV	unpub	GI.4eP_GI.2	7/01/2018	AUS	VIC	Hall et al	unpub	Domestic	-37.265651	144.872608
AUS/VIC/KIL-2/2017	KIL-2	RHDV	unpub	GI.4eP_GI.2	17/11/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.265651	144.872608
AUS/VIC/KLW-5/2017	KLW-5	RHDV	unpub	GI.1a	2/05/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.477787	145.27801
AUS/VIC/KYB-1/2018	KYB-1	RHDV	unpub	GI.4eP_GI.2	3/06/2018	AUS	VIC	Hall et al	unpub	Domestic	-38.009708	145.161373
AUS/VIC/KYB-10/2018	KYB-10	RHDV	unpub	GI.4eP_GI.2	25/06/2018	AUS	VIC	Hall et al	unpub	Domestic	-38.009708	145.161373
AUS/VIC/KYB-11/2018	KYB-11	RHDV	unpub	GI.4eP_GI.2	24/06/2018	AUS	VIC	Hall et al	unpub	Domestic	-38.009708	145.161373
AUS/VIC/LBR-1/2017	LBR-1	RHDV	unpub	GI.1bP_GI.2	15/09/2017	AUS	VIC	Hall et al	unpub	Wild	-37.04474	143.12423
AUS/VIC/LIS-1/2017	LIS-1	RHDV	unpub	GI.1bP_GI.2	26/04/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.963452	143.197638
AUS/VIC/MDW-1/2017	MDW-1	RHDV	unpub	GI.1bP_GI.2	18/01/2017	AUS	VIC	Hall et al	unpub	Domestic	-38.260946	144.119194
AUS/VIC/MLB-1/2016 	MLB-1	RHDV	MF421693.1 	GI.1bP_GI.2	7/07/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.831001	144.980842
AUS/VIC/MLD-6/2017	MLD-6	RHDV	unpub	GI.1bP_GI.2	22/06/2017	AUS	VIC	Hall et al	unpub	Wild	-34.21999934	142.1913447
AUS/VIC/MLD-7/2017	MLD-7	RHDV	unpub	GI.1bP_GI.2	4/07/2017	AUS	VIC	Hall et al	unpub	Unknown	-34.44273487	142.1015821
AUS/VIC/MTG-2/2017	MTG-2	RHDV	unpub	GI.1a	14/07/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.84045961	147.8278154
AUS/VIC/MTPL-1/2017	MTPL-1	RHDV	unpub	GI.4eP_GI.2	2/11/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.583035	143.854672
AUS/VIC/NEW-1/2016 	NEW-1	RHDV	MF421680.1 	GI.1bP_GI.2	8/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.155695	144.334259
AUS/VIC/NEW-2/2016 	NEW-2	RHDV	MF421682.1 	GI.1bP_GI.2	11/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.155695	144.334259
AUS/VIC/NEW-3/2016 	NEW-3	RHDV	MF421681.1 	GI.1bP_GI.2	10/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.155695	144.334259
AUS/VIC/NHV-2/2017	NHV-2	RHDV	unpub	GI.1bP_GI.2	15/03/2017	AUS	VIC	Hall et al	unpub	Wild	-38.521203	145.326156
AUS/VIC/NHV-3/2017	NHV-3	RHDV	unpub	GI.1a	15/03/2017	AUS	VIC	Hall et al	unpub	Wild	-38.521587	145.326904
AUS/VIC/SEA-1/2016	SEA-1	RHDV	unpub	GI.1bP_GI.2	17/12/2016	AUS	VIC	Hall et al	unpub	Wild	-38.354117	147.189834
AUS/VIC/SEA-4/2017	SEA-4	RHDV	unpub	GI.1bP_GI.2	31/07/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.32298922	147.1735481
AUS/VIC/STO-1/2016 	STO-1	RHDV	MF421692.1 	GI.1bP_GI.2	30/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.505108	143.282925
AUS/VIC/SVN-4/2017	SVN-4	RHDV	unpub	GI.1bP_GI.2	1/06/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.82101	145.437172
AUS/VIC/TAW-1/2016 	TAW-1	RHDV	MF421624.1 	GI.1bP_GI.2	16/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-38.737984	145.897715
AUS/VIC/TAW-2/2016 	TAW-2	RHDV	MF421625.1 	GI.1bP_GI.2	17/05/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-38.737984	145.897715
AUS/VIC/THO-3/2016 	THO-3	RHDV	MF421690.1 	GI.1bP_GI.2	17/03/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-38.283718	146.16594
AUS/VIC/THR-1/2017	THR-1	RHDV	unpub	GI.1bP_GI.2	31/05/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.757889	144.993917
AUS/VIC/TIM-4/2017	TIM-4	RHDV	unpub	GI.4eP_GI.2	3/03/2017	AUS	VIC	Hall et al	unpub	Domestic	-38.456353	142.959124
AUS/VIC/TRN-1/2017	TRN-1	RHDV	unpub	GI.1bP_GI.2	31/05/2017	AUS	VIC	Hall et al	unpub	Hare	-37.846874	144.713294
AUS/VIC/WAN-1/2015 	WAN-1	RHDV	MF421677.1 	GI.1bP_GI.2	13/11/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-36.361263	146.328062
AUS/VIC/WAR-2/2016 	WAR-2	RHDV	MF421683.1 	GI.1bP_GI.2	12/01/2016	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.776884	145.248397
AUS/VIC/WGL-1/2016	WGL-1	RHDV	unpub	GI.1bP_GI.2	8/11/2016	AUS	VIC	Hall et al	unpub	Unknown	-38.055543	146.024845
AUS/VIC/WIL-1/2015 	WIL-1	RHDV	MF421678.1 	GI.1bP_GI.2	18/11/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.244495	144.866475
AUS/VIC/WIL-2/2015 	WIL-2	RHDV	MF421679.1 	GI.1bP_GI.2	18/11/2015	AUS	VIC	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.244495	144.866475
AUS/WA/ALB-3/2016 	ALB-3	RHDV	MF421699.1 	GI.1bP_GI.2	4/10/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.974752	117.860564
AUS/WA/ALB-6/2016	ALB-6	RHDV	unpub	GI.1bP_GI.2	16/11/2016	AUS	WA	Hall et al	unpub	Domestic	-35.022901	117.882637
AUS/WA/B.Hill/2013	B.Hill_2013	RHDV	KX357706.1 	GI.1c	1/11/2013	AUS	WA	Mahar et al	Benign Rabbit Caliciviruses Exhibit Similar Evolutionary Dynamics to their Virulent Relatives	Unknown	-31.739143	116.447822
AUS/WA/Bunbury/2000 	Bunbury_2000	RHDV	KT006735.1 	GI.1c	1/06/2000	AUS	WA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-33.328271	115.637272
AUS/WA/CDU-1/2017	CDU-1	RHDV	unpub	GI.1a	19/12/2017	AUS	WA	Hall et al	unpub	Unknown	-33.875344	122.32578
AUS/WA/CHI-1/2016 	CHI-1	RHDV	MF421629.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-31.498542	116.082789
AUS/WA/CHI-2/2016 	CHI-2	RHDV	MF421630.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-31.55498	116.090482
AUS/WA/GER-1/2016 	GER-1	RHDV	MF421567.1 	GI.1c	11/05/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-28.699383	114.623616
AUS/WA/GER-2/2016 	GER-2	RHDV	MF421568.1 	GI.1c	11/05/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-28.699383	114.623616
AUS/WA/GER-3/2016 	GER-3	RHDV	MF421571.1 	GI.1c	15/07/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-28.777362	114.614623
AUS/WA/GER-4/2016 	GER-4	RHDV	MF421572.1 	GI.1c	15/07/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-28.777362	114.614623
AUS/WA/GER-5/2016 	GER-5	RHDV	MF421573.1 	GI.1c	15/07/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-28.777362	114.614623
AUS/WA/Gnowangerup/1999 	Gnowangerup_1999	RHDV	KT006733.1 	GI.1c	1/06/1999	AUS	WA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-33.935723	118.00596
AUS/WA/KGG-1/2017	KGG-1	RHDV	unpub	GI.1bP_GI.2	19/12/2017	AUS	WA	Hall et al	unpub	Unknown	-33.97866192	116.170656
AUS/WA/LES-1/2016 	LES-1	RHDV	MF421700.1 	GI.1bP_GI.2	6/10/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-31.99327	116.046959
AUS/WA/MTBA-1/2016 	MTBA-1	RHDV	MF421633.1 	GI.1bP_GI.2	23/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.682572	117.466415
AUS/WA/MTBA-2/2016 	MTBA-2	RHDV	MF421634.1 	GI.1bP_GI.2	23/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.682572	117.466415
AUS/WA/PIC-1/2016 	PIC-1	RHDV	MF421628.1 	GI.1bP_GI.2	17/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-32.028342	116.138986
AUS/WA/PIC-2/2016 	PIC-2	RHDV	MF421631.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-32.028342	116.138986
AUS/WA/PTH-3/2016 	PTH-3	RHDV	MF421698.1 	GI.1bP_GI.2	23/09/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-31.953	116.02295
AUS/WA/SHA-1/2016	SHA-1	RHDV	unpub	GI.1bP_GI.2	2/11/2016	AUS	WA	Hall et al	unpub	Wild	-34.97242	117.3262
AUS/WA/SUN-1/2017	SUN-1	RHDV	unpub	GI.1a	3/03/2017	AUS	WA	Hall et al	unpub	Unknown	-34.046064	116.22226
AUS/WA/SUN-3/2017	SUN-3	RHDV	unpub	GI.1a	1/05/2017	AUS	WA	Hall et al	unpub	Wild	-34.046064	116.22226
AUS/WA/WNN-1/2016 	WNN-1	RHDV	MF421632.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-31.15397	116.131921
AUS/WA/WNP-1/2016 	WNP-1	RHDV	MF421635.1 	GI.1bP_GI.2	6/10/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-33.623755	115.411607
AUS/WA/WonganHills/2012 	WonganHills_2012	RHDV	KT006746.1 	GI.1c	1/06/2012	AUS	WA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-30.889973	116.723849
AUS/WA/YOR-1/2016 	YOR-1	RHDV	MF421697.1 	GI.1bP_GI.2	16/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-31.874934	116.786563
AUS/ACT/BLMT-24/2018	BLMT-24	RHDV	unpub	GI.4eP_GI.2	14/05/2018	AUS	ACT	Hall et al	unpub	Wild	-35.275059	149.113244
CZE/_/V-351_Release/1988	V-351_Release	RHDV	KF594473.1 	GI.1c	1/03/1995	AUS	-	Elsworth et al	Increased virulence of Rabbit Haemorrhagic Disease Virus associated with genetic resistance in wild Australian rabbits (Oryctolagus cuniculus)	Wild	-34.496477	137.35766
PRT/_/CBAlgarve14-1/2014	CBAlgarve14-1	RHDV	KM115714.2	GI.1bP_GI.2	31/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.180991	-8.173896
PRT/_/CBAlgarve14-3/2014	CBAlgarve14-3	RHDV	KM115715.2	GI.1bP_GI.2	31/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.180991	-8.173896
PRT/_/CBAlgarve14-4/2014	CBAlgarve14-4	RHDV	KM115716.2	GI.1bP_GI.2	31/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.180991	-8.173896
PRT/_/CBMert14-1/2014	CBMert14-1	RHDV	KM115712.2	GI.1bP_GI.2	5/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.6557	-7.664227
PRT/_/CBMert14-2/2014	CBMert14-2	RHDV	KM115713.2	GI.1bP_GI.2	5/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.6557	-7.664227
